symbol
PTPN21
TRO
CITED1
ACTN3
TBR1
CASK
ID1
LRP2
DLG3
ERBB4
NCS1
IL1RAPL1
ARHGEF11
PLXNB3
UNC5A
MAGED1
LRPPRC
UXT
SUV39H1
UBE3A
UBQLN2
RAB9A
RABEPK
CTBP2
KLF8
UPF3B
TTC19
VDAC1
DYNLT3
NXF3
XPO1
CDC6
PPP2R3B
TIMM8A
STAM
SH3GL3
SH3KBP1
DTNA
DMD
WAS
GPHN
ARHGEF9
PQBP1
TXNL4A
WBP11
ZFPM2
F8
PHYH
SH2D1A
SLAMF1
FMR1
FXR1
NUFIP1
MSN
TSC1
ARAF
ASS1
MAP2K2
COPS3
POLA1
RBMS1
RPGR
RPGRIP1
HTR2C
MPDZ
SYP
AP1G1
TAF1
UBTF
RAN
NR2C2
NCOA3
RNF4
NCOA4
PAK6
RCHY1
PIAS2
BPY2
SORBS1
INSM1
YAF2
CBX3
LBR
MAPK8IP3
KLC1
SNTB2
BCL2L1
AVEN
BNIP3
RTN1
BAX
BCL2A1
ABCA1
FADD
ANKRA2
LRP2BP
DAB2
DLG2
TAF13
TBP
PTPN12
PSTPIP1
PXN
TUFT1
TFIP11
PDE4DIP
PDE4D
HNF4A
NFE2L2
TDG
AIRE
AP1B1
PPP1R9B
CDKN2A
JAK3
TIAF1
STAT5A
EIF5A
RPL5
PTRH2
AES
TLE1
HES6
FOXA2
IL6ST
EPS8
DVL1
CENPF
UPF1
HIRA
NFU1
PKN2
PTPN13
PKP4
DSC3
ATXN1
COIL
PEX16
PEX19
NUBP1
ZNHIT3
IARS
GARS
HTRA2
MAPK14
DUSP10
BBS4
PCM1
BCAR1
RAPGEF1
PSMB5
S100A7
TRAIP
FLII
CSTF2
SUB1
CSTF1
XRCC2
RAD51D
MSC
ID2
TCF12
TCF4
PEX12
PEX5
PEX13
ARF6
NCBP2
NCBP1
PMF1
EIF2AK3
IGHMBP2
DLG4
KCNJ4
NCK1
EPHB1
MINK1
RECQL
KPNA4
YAP1
PIAS1
STAT1
MAPKAPK2
KCNJ2
LY9
AP2M1
TIAM1
PTBP1
HNRNPL
IFI35
NMI
KCNIP3
TTF1
PTRF
CDKN1B
NUP50
BMPR2
CYFIP2
INPPL1
NCOR2
SPEN
CDKN1C
UGCG
SERPINH1
UBQLN4
NEUROD1
DCTN1
COPB1
COPG1
COPG2
MYO6
DCP1A
BPTF
MAZ
F11R
TJP1
ADAM17
NPC2
PLXNB1
BOK
BAD
LSM6
SNRPD2
SNRPD3
SNRPD1
ABCC2
CADM1
MPP3
THOP1
CSPG4
GRIP2
RANBP1
CDC45
PTK2B
UBQLN1
MTOR
ITGA3
SNX4
BMPR1A
SF3B4
RGS7
HNRNPD
HECW1
VPS37A
ETV6
MYBL2
ZNF622
CACYBP
SKP1
MAD2L1
ESR2
PPARG
BAG1
HSPA8
GRB10
GIGYF2
PROX1
USP7
KHDRBS1
RAPSN
TFAP2C
RIT1
MRAS
PGR
PSMD4
RAD23B
GTF2I
THRB
PSMC5
TRAF1
HIVEP3
SMARCD2
RNF7
CUL5
SETDB1
PEX7
PEX10
SP3
STK19
RFXAP
RFX5
TRAF2
BCL2L2
BCL2L11
STAP2
PTK6
EXOSC6
PSMB1
DCP2
IL16
PPP1R12A
RING1
CBX4
RAC1
RAC2
CUL1
TALDO1
TRPV1
SYT9
TACC1
YEATS4
CLNS1A
RFWD2
SIPA1
SIAH1
KIF22
PEG10
SIAH2
ATXN7
CRX
NEDD4
UBE2D2
ILK
ILKAP
LIMS1
DNM2
SHANK1
BLMH
PPP2R5D
COPS5
CFTR
GOPC
SLBP
ERI1
SCAMP1
ITSN1
IPCEF1
CYTH2
NR0B1
HEXIM1
RGS4
COPB2
MAP3K3
MAP2K5
SNAP23
SNAPIN
ARNTL
RANBP3
GOLGA2
GORASP2
MAGOH
RBM8A
ASIC3
IL1RAP
TOLLIP
PPP1R8
EIF4A1
RND1
ARHGAP5
RND3
HNRNPAB
TP63
NR1H4
NCOA1
APBA2
CLSTN1
FYB
PRKAB1
PRKAG1
PRKAG2
PRKAB2
RGPD5
TNPO1
DNMT3A
CDC5L
PPL
KAZN
SAFB
SAFB2
MAPK10
MAPK11
HDAC3
SMAD7
TRIP6
LPAR2
LHX2
E2F6
RYBP
POLE2
SAP18
BTG1
PRMT1
RNF216
TLR3
TLR4
TLR5
ENAH
ABI1
SRSF7
DUSP11
NEDD9
SRRM2
PNN
MCL1
MVD
BTAF1
FANCA
CHD4
ARHGEF7
FNBP1
TNKS
BIRC5
AURKB
TNFRSF25
TRADD
PABPC4
RABIF
RIPK3
RIPK1
MYH13
MALT1
BCL10
C9ORF89
AP1S1
AP1G2
AP1S2
VAMP4
AP1M1
MBD2
GPN1
MBD3L1
MBD3
CHD8
HUNK
UBOX5
UBE2L3
SLC22A4
PDZK1IP1
SLC22A12
DNM1L
GSK3B
CCNT2
CUL4A
CUL2
RAB27A
SYTL4
TROAP
RGS6
DMAP1
EIF3G
TACC3
AKAP9
DIS3
ZBTB17
PLCB2
TRPM7
ERBB2IP
PLXNB2
GRHPR
VPS37C
GNA13
AKAP3
GRAP2
GAB1
CCNDBP1
ANAPC5
PABPC1
ITGAE
TOM1
TNIP1
PDCD6IP
PRDX4
CLPB
STK16
NAGK
NCKAP1
GADD45G
GADD45GIP1
PACSIN2
PACSIN3
SPTBN2
KCNJ1
SLC9A3R1
UPF3A
NBL1
P4HB
EEA1
RAB22A
URI1
CNKSR1
RASSF1
PARP4
MVP
HDAC2
DISC1
FEZ1
SNX9
ADAM15
TLR9
RAB11FIP4
RAB11A
IFITM2
RHOQ
EXOC7
PBLD
STRAP
XRN2
ABI3
ABI3BP
PINX1
PACSIN1
TXNIP
ZBTB32
CSPG5
ZMYND8
TNK2
IPO13
PAX6
PLCB1
OSTM1
RGS17
RGS20
ORC6
AP4E1
AP4B1
CENPK
SOX6
VPS11
EXOSC8
N4BP1
LSM2
LSM10
POLD2
RAB29
COL23A1
KCTD3
THUMPD3
ECT2
PARD6A
MAP1S
CECR2
HEBP2
HSPB8
HSPB1
CCT5
THEG
PPFIA1
GIT1
SYNCRIP
PTPN11
RARA
MECR
UFD1L
NPLOC4
TRIB3
ATF4
ARNT2
PARN
SPATC1L
EXOSC5
NCOA2
GFI1
ITCH
TGS1
ND1
MYCBP
MYCBPAP
LOXL1
FBLN5
MT2A
PRKD1
PRKG1
NPR1
ND2
RNF11
EPS15
SLC9A3R2
KCNG2
KCNB1
DIO2
USP33
CHD3
TOPORS
PER1
CRY1
PER2
THAP1
PAWR
SERBP1
HSF1
SYMPK
DTNB
KIF5A
MCM4
LMO4
CCNE1
CUL3
EPB41L2
GRIA1
PDZD2
CTNND2
GNG5
GNB5
GNG4
GNG3
GNG7
ARL6
ARL6IP5
PIKFYVE
GGA2
SORT1
EXOSC7
ZNF496
NSD1
ARHGAP18
KNSTRN
EXOSC10
SKIV2L2
PUM2
NANOS1
ARL6IP4
ARL6IP1
POLR1C
POLR1D
DNAJA3
RNF34
ING4
COPZ1
COPZ2
LRRC7
CNKSR2
EXOC2
LIN7B
TCP10L
MXD4
UBXN11
DNAJC30
DXO
ZHX1
ZHX3
PHC2
ARPC5
ARPC4
NEBL
NIF3L1
THOC7
PHACTR3
PPP1CA
ATL2
ARL6IP6
ARID1B
PRPF6
TXNL4B
ERC2
PPFIA4
EVL
DNMBP
VPS28
PKD2L1
TNNI3
TNNI3K
KLHL20
TAF10
EXOSC1
CDK14
SEPT8
TLK1
ASF1A
ASF1B
ANKRD23
GOLGA7
GOLGA3
CDHR2
MAST2
SMAD2
RASD2
RAB34
RHEBL1
RAB38
RHOBTB1
RPS27A
FBXO3
SQSTM1
PPP2R2D
MAP2K3
NUAK2
UHMK1
ARHGEF6
RGS3
LHX9
TRIM35
WWP2
RHOJ
RHOD
ARL4D
ARHGEF1
CDC40
IRAK2
RRAS2
WEE1
CLASRP
GSC
RAB13
RAB2B
RAB3B
ARL5B
NEK6
STK35
RIPK2
CHEK1
EIF2AK4
TSSK3
PBK
PLK4
RNF14
RNF138
SMAD1
OCLN
HDGF
UBB
ITK
AP2B1
RSPH14
APBB2
NKIRAS1
RAB33B
RAB6B
GIT2
ARHGAP31
CHN2
CHN1
FBXL12
ATG16L1
PRPF4
CDC20
KATNB1
NUP37
GNB3
WSB1
PREB
WDR13
WDR61
GNB2
FBXW5
CSNK2A2
CDKL1
TSSK5
MKNK2
IKBKB
CDK4
DAPK2
CSNK1D
FANCL
NEK8
CSNK1A1
EIF2AK1
CDK17
CHUK
CDK6
STUB1
TTC1
ENC1
BTBD2
KLHL1
SKAP2
SNTG1
PLEK
PLEKHB1
ARHGAP15
DUSP6
PPP3CC
PPP6C
RNF130
NOXO1
NAA20
SAMD8
FKBP1B
IRF7
EFNA1
RHPN2
RTKN
CDC42EP4
STX8
RRH
RHOH
UBD
USP45
USP21
FBXO34
FBXO24
RAB17
AJUBA
FKBP4
USP39
UBE2R2
FGD6
BMPR1B
DCAF7
LZTR1
SRGAP1
1700006A11RIK
PPP2CA
SMAD6
SMURF1
GNG11
RGL3
TBL2
PAK1IP1
PWP1
RRP9
MAP3K7
OSBPL3
RLIM
ELP3
ING2
CXXC1
GAR1
SRSF5
SRSF4
ASH2L
HDGFRP3
ECSIT
INPP5B
SF3A1
DNAJC7
LONRF3
ZBTB8B
PPP1CB
RNF141
SMURF2
RNF2
EPHA1
IRF3
RAB14
SMAP1
GNG2
UBE2G1
PPID
IRF8
RNF5
POLE
POLR2G
SLC29A1
PRAME
NELFE
NELFB
NCOR1
CACTIN
CLIC1
ABHD16A
IFITM1
HM13
TMEM147
TMEM222
DNAJC1
GPRC5C
SPAG7
ATP5G3
CSNK2B
LYN
MBD4
C6ORF47
FGFR3
ATP6V1G2
ATP6V1E1
TSC22D4
KIAA0408
CEP72
CDCA3
FCHSD2
CCDC158
RHOXF2
LENG8
MAGEA11
MGME1
KRT15
MCM10
CALCOCO2
TP53RK
BNIP3L
DOK5
CCDC85B
FAM27E3
CEP70
KRT81
KXD1
ACTB
CFL1
ZNF250
MAPRE2
EWSR1
PRTFDC1
TRIM29
CRACR2A
CLUAP1
CINP
DVL3
CCNK
MAGEH1
MOAP1
LNX1
QPRT
KRTAP4-12
DCTD
VIM
ALS2CR11
FAM120B
PHLDA1
KLHL42
USHBP1
ZBTB25
MEAF6
L3MBTL2
RBM10
PTBP2
RWDD2B
SULT1E1
ENOX1
POM121
COL4A3BP
PLSCR1
CPSF6
ZBED1
SPEF1
LGALS8
DAZAP2
DCUN1D1
TRIM23
RIBC2
FBF1
CBS
VTA1
STK24
PDCD10
TRIP13
C11ORF54
CEBPG
MLLT6
ZNF446
ZSCAN16
KANSL1
MAP1LC3B
ZDHHC3
GPS2
SAT1
RBM17
FBXO28
MYL6
NUDT21
GTPBP3
MDFI
DDX19A
RBPMS
STRBP
YWHAG
DTX2
GPRIN2
TSACC
ZBTB7B
ITM2C
OTX1
FXR2
RTN3
NUDT18
SLC22A24
GYG1
GYS1
PHKB
C20ORF27
SUFU
HMG20A
TESC
ZC3H14
NME5
DYDC1
DCAF8
ARHGEF15
MOB4
ANXA11
TIFA
ZBTB43
ZNF417
LDOC1
CLDN7
ZC2HC1C
HNRNPK
RBM41
KAT7
TCHP
HOXA1
CCDC185
RASD1
RAD54B
CCDC33
SMARCD1
PBXIP1
DVL2
ZNF821
AASDHPPT
BIRC2
DCTN2
ZSCAN32
KRT6B
GIN1
AGR2
PRR13
KLHL12
PHF10
AP5Z1
VSNL1
PHPT1
DNMT3L
MAGEA1
MIEF1
FZD9
CUTC
CNNM3
ZMYND19
PPP1R37
LZTS2
NUP62
NUP54
FHL3
MLX
GABARAPL2
PRC1
NME1
WDYHV1
PBX3
AGTRAP
NAV2
C19ORF57
C19ORF25
SEPT2
SORBS3
APPL2
USP5
HOXB6
DCTPP1
RBM11
FOXS1
THAP7
LURAP1
SLC25A6
EYA2
DMRTB1
NFIC
LLPH
DPPA2
CCNH
SSSCA1
BLOC1S6
CCDC53
ASUN
ZNF655
VTI1B
GPSM1
KCTD4
HK2
CFL2
ZNF337
DNAJC10
PGLS
RALYL
CHIC2
BAZ2B
MXD3
MAPK1IP1L
PLOD3
PDCD6
TRIM37
FAM124B
C1ORF94
PIN1
FAM127B
PSMF1
CYTH3
ZNF165
TCEB3B
NINL
SPERT
RASSF8
FRMD6
NGFRAP1
NECAB2
FAM193B
POLI
PDLIM7
FAM46C
MYO1F
BSCL2
TMEM19
MAGEB18
EMC2
EMC8
ABLIM1
SMIM3
SKA1
POLL
NDUFAF1
CEP19
TUBGCP4
PAK7
SGTA
SPP1
FAM60A
FAM131C
DHPS
VPS25
TCEANC
MBIP
CEP63
ADAMTSL4
DLK2
RABL6
DTNBP1
USP53
KHDRBS3
ZNF408
SNRPG
DDIT4L
TYMSOS
ACY1
NT5C2
KRT20
CREB3
C18ORF25
TPD52L3
FAM160A2
SDPR
HNRNPC
KPNA3
WWP1
ZNF638
DFFA
LMO3
TADA2A
CNOT8
HOXA9
PSMA1
SRPK2
U2AF2
TCEB3
TSPYL4
SPG7
DNAL4
DYNLL2
SOCS2
TBC1D5
PLEKHF2
TEX11
RCBTB2
COPS4
CFAP53
SDCBP2
C1ORF35
SPRY2
TRIM51
NECAP2
ZC3H10
RFX3
APEX2
MAD1L1
TSNAX
AKAP17A
DDIT3
HSD17B14
MED15
SEC24C
SEC23B
SPG21
BATF2
NBR1
PAFAH1B2
PAFAH1B3
BEGAIN
C10ORF10
BAHD1
KRT19
ACTG1
PDE9A
TRIM32
FAM50B
KHDRBS2
BEND5
FLAD1
LASP1
USE1
DKK1
CIAO1
CCDC7
PAICS
CEP76
XRCC4
IFFO1
PTPN9
ARMC7
KCTD13
AKIRIN2
PYROXD1
UPRT
MTUS2
DGCR6L
EBI3
SOX30
BAMBI
DYNC1I2
CNOT2
CNOT3
EMD
FATE1
EFHC1
TADA3
CCDC101
MAGEA4
UQCRB
UBA2
SAE1
GAD1
HAAO
NOC4L
AEBP2
ZNF426
USP2
HOOK2
COMT
ARRB1
TMEM241
RUNX1T1
SFI1
CHCHD3
BEND7
FAM107A
EFEMP2
SRSF1
RCOR3
HID1
NTN4
XIAP
TDO2
ASMTL
RTN4IP1
RBMX
UBE2D1
TRIM39
SPOP
DNAJB3
TRAPPC3
TRAPPC6A
COX7A2L
C10ORF82
COX17
KATNAL1
VCL
ABI2
FASN
SLC9A1
MED28
SIX1
S100A1
S100P
GKAP1
UGP2
ARIH2
STAM2
SATB1
CNTFR
YIPF3
ZCCHC14
RAB3IL1
NLE1
MNS1
RAI1
ZKSCAN7
PSME3
TFF1
PRUNE2
TRIM17
LINC00663
PLSCR4
RNF183
NADK
KCTD17
RWDD4
TEX37
ILF3
STX11
TAF6L
PSMC4
NOL4
FAM103A1
SET
CBLB
FAM96B
C10ORF62
PPFIBP2
SPATA2
MEF2BNB-MEF2B
NCKIPSD
SGTB
FTSJ3
ENKD1
GEM
RNF8
CEP44
MUL1
CDC42EP1
ACTN1
KIAA1279
DACH1
ASB13
LRCH4
ENOX2
MYO15B
DHX58
IFT20
DOK2
NDUFB1
TRIM27
LPXN
ARR3
GNMT
MLH1
ZNF414
MAD2L1BP
RADIL
C2ORF88
GFAP
PDLIM1
CCDC116
SIRT3
PRPF3
NUDCD3
HSPA2
HSPBP1
GABRD
H3F3B
EHMT2
PDLIM4
MYOZ1
RNF40
FBXL18
HIST1H2BN
BCCIP
NSUN4
JUP
GLIS3
AKR1C3
ZBTB24
RABAC1
ING5
EID3
PRKRIP1
ZNF263
DUT
CENPO
FAM124A
GLRX3
FOSL1
KRR1
CATSPER1
PIM2
MIEF2
SNRPA
WDR25
TRAPPC2B
EMILIN1
MTMR9
SF1
WDR6
SS18L1
RAB33A
BANP
SHCBP1
ZUFSP
ZCCHC10
LDB1
SSBP4
LRSAM1
FAM46D
CYB5R2
FKBP6
NME7
C11ORF65
TSGA10
TRAF3IP2
MCM6
IL36RN
HPCAL4
NDC80
RPIA
CPNE7
PSMC6
ANKRD36BP1
KIAA0368
MIF
NME4
C19ORF43
TNFAIP8
MED4
PRRC2B
SNX20
POLE3
SRGN
MEA1
XPO6
C20ORF195
EIF3L
STX4
DPY30
FANCG
GABPB1
PIDD1
C10ORF54
STAMBPL1
CCDC112
LRRN4
CCDC120
RMND5B
BEX2
BAIAP2
PHF21A
IFIT1
IFIT3
NOL3
SIRPA
TCF25
DSTN
HDHD3
KRT6A
AQP1
ZFP36L1
UTP14A
KARS
AIMP2
SRSF6
RNPS1
MAPK9
ZNF670
HOXB9
IKZF1
MFSD3
SETD5
NR1H2
DEF6
SLC1A1
SYT17
THAP10
RASL11B
IGHM
PRDX1
ARHGEF39
AFF4
UBC
CCDC91
DPPA4
HIF1A
SSX4
ZNF581
UBE2D4
ADCK3
CARF
PHF1
CARD14
ZNF679
CLK3
RSRP1
ZNF646
USO1
HIF1AN
ASB9
MATR3
SLC35A2
STAC3
FAM214B
WDR37
GAGE5
GMCL1P1
CCDC130
BRE
BABAM1
ZFP64
KCNRG
PLEKHF1
ZNF764
ZMIZ2
C19ORF60
UNC119
C16ORF74
RGR
ZSCAN20
SCAND1
IQUB
CDKN2D
UBTD1
KIAA1683
SEPT1
SEPT6
CBX2
FAM208B
NKAP
SERF2
COASY
SH2D3C
EFS
ZBTB48
C7ORF34
DDX17
CCER1
RPS15A
EEF1G
EEF1DP3
C10ORF12
CWC25
RBFOX2
AQP5
NASP
HIST1H3G
C11ORF16
RFX6
ZNF101
COL20A1
TMCO6
SALL2
NDEL1
CDK5R1
IFIT2
C5ORF22
ELOF1
RAI2
YY1AP1
CDK18
GCC1
OTUB2
ZNF580
RCN3
PUF60
DARS
DHRS1
CTPS2
GPKOW
PLA2G16
RHPN1
VASP
FAM153A
TEX9
ZCCHC17
PNKD
MTCP1
EIF4E2
EIF4ENIF1
NDUFA5
WDR24
TULP2
RABL2B
SHFM1
PCID2
ISG15
USP18
SNAP25
TLDC1
HSPB7
THG1L
ELMOD1
TPM1
IKZF5
HACL1
GSE1
ZNF559
GLUL
KEL
GPBP1L1
LRRC41
APIP
GNL3L
TNNI1
ZFC3H1
HOOK1
MYOZ2
MARK3
TREX2
TEAD3
RFX2
ATG12
MPP1
AMOTL2
SDSL
CKB
FBP1
PCNXL4
MAGOHB
PMM1
RAB6A
HOMER1
HMGA1
RBM42
VPS72
KIAA1217
RBM7
CPSF7
FZD7
OBFC1
FASTK
CDC23
NDUFB9
EIF4EBP3
UBL7
VIL1
NEU4
GABARAPL1
RPS26
TSR2
KLHL2
CSTF2T
MTF1
SH3GL1
SH2D4A
CCDC42
NPPB
ZMYND10
CTNNBIP1
IFT27
HSPB11
WDR5
COL8A1
HERPUD1
KBTBD7
CD177
ZNF607
FAM189A2
BAG3
TRPT1
IKZF3
OGDH
RUNDC3A
RPL31
ZNF451
TAP1
DCTN5
SNAP29
NBPF3
TSEN15
PFKL
SORBS2
ACTL6A
ZNF205
TREX1
SH3BP5L
PHC1
SFMBT1
MIF4GD
ARHGAP29
HHEX
BCL2L13
DBNDD2
IMP3
RNF126
GINS2
GINS4
C1ORF216
IP6K2
TRAF6
CALML3
RXRG
TRIM31
FASTKD5
ZNF439
RHOC
ARHGAP1
TRAPPC2L
ELF5
SIRT6
ACCS
LCMT1
PARVA
NAA10
LOH12CR1
MLF1
DIEXF
SNF8
RPS14
TAF9
TEAD4
WWTR1
CEP55
TANK
ZC3H12A
TACO1
FTH1
APEH
UBA5
LDLRAP1
NCK2
ZFAND2B
EIF4A3
CCDC174
KRT17
CFDP1
EEF2KMT
TPM3
ZFP36
RAB3IP
AGGF1
RPRD1B
CXADR
DYNC1I1
CHMP4A
MAPRE3
AKTIP
ZC4H2
EIF3H
CHST1
EIF5A2
SELENBP1
JUNB
SSBP2
PARK2
TPGS2
ZNF707
RAB37
CTNNBL1
GTPBP10
PIH1D1
PRR14
M1AP
PKN1
LINGO1
HPRT1
RPL9
ZFHX3
MOB1A
KLF6
DDI1
CPSF3L
PITX1
CETP
STMN2
DLGAP5
NME3
BBS2
CRK
NDUFV1
PRDX3
ACTN4
DNPEP
EMC9
ZCCHC12
CSNK1G2
SCNM1
TRIM21
MEOX2
SAMM50
HOMER3
PCED1A
ZC3H11A
CHMP2B
EIF4H
C11ORF68
GLYCTK
DOCK10
CCT3
CD99
WNT5B
RXRB
CCDC67
CALM2
SERTAD1
NADSYN1
SERTAD3
CBFA2T2
ZFAND6
HSBP1
IGLC1
RORA
AAR2
EAPP
SAMD3
SAT2
IPO11
SMAD9
CCND2
PLCD4
SEC24D
DDX39A
SARNP
MAP3K7CL
TAB3
GCSH
AKR7A2
AKR7A3
LIN37
PHYHIPL
TINAGL1
MORF4L1
MRFAP1L1
TRMT1
CLEC1B
PARP11
NPDC1
BUB1
DRG1
RWDD1
ZNF334
OPTN
NIP7
ZNF232
C6ORF165
TCL1A
HIST3H2A
DUSP12
HINFP
VPS33B
VIPAS39
TBL3
SF3B2
TRIM41
WAC
SH3YL1
ZNF136
DDAH2
INPP5K
RRS1
PRPS1
BET1
UTP6
TKTL2
CEACAM5
HYI
PITPNC1
TMEM123
CHMP7
CCDC87
CCDC155
SERP2
DYDC2
AP5B1
HPCAL1
RSL24D1
EXOC3-AS1
POLR2M
SNIP1
CSNK1E
METTL17
EEF1B2
ILF2
GNPDA1
UBAC1
MCMBP
EPB41L3
ZAK
ZNF567
GPX7
VAMP3
RND2
SCGN
DYRK2
SULT2B1
TMEM11
SNAPC5
BATF
DPEP1
EVI5L
MAGEA12
GLIDR
LOXL4
SF3A3
TGIF1
TTC14
SH3GLB2
CHMP4B
NCALD
NAPA
DBF4B
ATP6V1G1
ELAVL3
TFDP1
FAM156A
NRBP1
SLC22A6
ELAVL4
LILRA3
HMG20B
RPL23
DUSP13
TXNDC11
STK25
TRIM2
ACMSD
C18ORF54
SEC13
SEC16B
CKS2
PCGF1
C11ORF49
SEC24A
CALCOCO1
RIC8A
MAPKAP1
TRIM69
MLLT3
ZBTB5
SMUG1
RUVBL2
DPCD
HDDC3
UBLCP1
CLK2
TBC1D17
NXT1
TRPV6
TRIM9
PVRL2
MALL
MRPS18B
MID1IP1
C1ORF111
TERF2IP
ZNRD1
TPRKB
ASL
SERPINI2
NFKBIE
CUEDC2
XAGE2
TSC22D3
C1QTNF1
SAA4
NUDT9P1
ARHGAP9
RGS2
RABGEF1
BAALC
